Date : 2023-09-21 10:48:29
Directory : d:\codes\rust-learn\compress-learn
Total : 303 files,  64545 codes, 8462 comments, 11232 blanks, all 84239 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\crypto-common-fd17984f22bafa89\lib-crypto-common.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\digest-1231c4d53e37d2e6\lib-digest.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\digest-65e1c8e0080662ad\lib-digest.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\digest-798bcf06ca26931e\lib-digest.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\digest-946c1f1e8b5a3c73\lib-digest.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\digest-bb4de769e01b4f37\lib-digest.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\flate2-2a0347a45e875d8d\lib-flate2.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\flate2-3e36766bfa85f8e8\lib-flate2.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\flate2-5371e33a97fc681a\lib-flate2.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\flate2-c056da238e16ced1\lib-flate2.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\flate2-e4d2c250a437c173\lib-flate2.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\flate2-ffd7c9644d16f43c\lib-flate2.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\generic-array-014ef769436ebbc9\build-script-build-script-build.json     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\generic-array-2f8f0e8eacb29e50\lib-generic_array.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\generic-array-3754fae524562e49\build-script-build-script-build.json     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\generic-array-3955259828a4f1a5\run-build-script-build-script-build.json | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\generic-array-47aa316ac427c6bd\run-build-script-build-script-build.json | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\generic-array-52448749a4cbe340\lib-generic_array.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\generic-array-906295abcfe9542c\run-build-script-build-script-build.json | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\generic-array-a47144da25d2ef79\lib-generic_array.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\generic-array-a4b02d4139db6dba\lib-generic_array.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\generic-array-af03131e2a1a3eed\build-script-build-script-build.json     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\generic-array-b7f7c6535fbc1f79\lib-generic_array.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\hmac-343b7f9a17c99645\lib-hmac.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\hmac-47260146291e6736\lib-hmac.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\hmac-6a827fdb5da6191b\lib-hmac.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\hmac-9744270ebb24b9d0\lib-hmac.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\hmac-c9cb3122c42ec641\lib-hmac.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\jobserver-0acf788125b9bcfd\lib-jobserver.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\jobserver-6110ed53e1adfd21\lib-jobserver.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\jobserver-dbd9dee5f05ac4af\lib-jobserver.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\libc-05650db92eb81db7\lib-libc.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\libc-3664d89534d2e981\lib-libc.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\libc-3b0bec73f5f1bacf\lib-libc.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\libc-6929d01bff0cfc5a\lib-libc.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\libc-95111a0f1d0eb2ed\build-script-build-script-build.json              | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\libc-c89b0a496b84ef91\build-script-build-script-build.json              | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\libc-ce1d2f5da0ba8cc2\lib-libc.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\libc-da8acf796c26f3fe\run-build-script-build-script-build.json          | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\libc-dbd27f5102e07afc\build-script-build-script-build.json              | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\libc-e75f52ff36c39320\run-build-script-build-script-build.json          | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\libc-ef5d1f62bd4c654f\run-build-script-build-script-build.json          | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\log-254b426a3e002abf\lib-log.json                                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\log-e4cae75b0aa7c31a\lib-log.json                                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\miniz_oxide-38d29d7e3758bba4\lib-miniz_oxide.json                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\miniz_oxide-87bd4f0610872e53\lib-miniz_oxide.json                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\miniz_oxide-95f8db9448735352\lib-miniz_oxide.json                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\miniz_oxide-c0a77c67e09d355a\lib-miniz_oxide.json                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\miniz_oxide-c14ff7d456dc2f96\lib-miniz_oxide.json                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\opaque-debug-0462f7a5f7f2b863\lib-opaque-debug.json                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\opaque-debug-4b33caf8f3276410\lib-opaque-debug.json                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\opaque-debug-728c56b520cd38c0\lib-opaque-debug.json                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\opaque-debug-92cc5f2ec0689e6a\lib-opaque-debug.json                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\opaque-debug-e93220075c1a5d8e\lib-opaque-debug.json                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\password-hash-2315bec66fe63c28\lib-password-hash.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\password-hash-44d549cd1d06d223\lib-password-hash.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\password-hash-4cad142963725dbc\lib-password-hash.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\password-hash-71432108bc65585b\lib-password-hash.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\password-hash-848ad6d55590f852\lib-password-hash.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\pbkdf2-120fbd203ec855c8\lib-pbkdf2.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\pbkdf2-8114bcac22ab0831\lib-pbkdf2.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\pbkdf2-845f8be26e473672\lib-pbkdf2.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\pbkdf2-bcdfc87b00858f8a\lib-pbkdf2.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\pbkdf2-cfd0abdd1746ec0a\lib-pbkdf2.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\pkg-config-175e00f74ba80102\lib-pkg-config.json                         | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\pkg-config-578f27935ee30762\lib-pkg-config.json                         | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\pkg-config-fcb00d08f18b7d46\lib-pkg-config.json                         | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\proc-macro2-44b6087c1543ddde\run-build-script-build-script-build.json   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\proc-macro2-aadcdf38dd5779b7\build-script-build-script-build.json       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\proc-macro2-ba479a7c16313665\lib-proc-macro2.json                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\quote-559642dfad4f23a8\build-script-build-script-build.json             | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\quote-c5e9b0e39e165062\lib-quote.json                                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\quote-c781f83c27fc8a10\run-build-script-build-script-build.json         | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\rand_core-34f2813f101e633d\lib-rand_core.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\rand_core-3e4ada33e029f596\lib-rand_core.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\rand_core-6cb764f9d6fbf9e2\lib-rand_core.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\rand_core-cd587ab631e66a55\lib-rand_core.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\rand_core-fe843dad22447b8e\lib-rand_core.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\sha1-6138a2534af9237e\lib-sha1.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\sha1-66bf900a034e3caa\lib-sha1.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\sha1-99a16043c3d92d05\lib-sha1.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\sha1-e46ef6fa68109c08\lib-sha1.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\sha1-f36d787ab979cc05\lib-sha1.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\sha2-3ae4d540294fb85f\lib-sha2.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\sha2-673b45aeea39266e\lib-sha2.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\sha2-6bf775f8dcb7c528\lib-sha2.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\sha2-9521c04f3a14493f\lib-sha2.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\sha2-c1fb450cabc794d7\lib-sha2.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\subtle-1472074663387153\lib-subtle.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\subtle-85e27839708b187d\lib-subtle.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\subtle-a5147a6672d19a62\lib-subtle.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\subtle-eb6725e7c96b55a7\lib-subtle.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\subtle-f98ea69d665fa173\lib-subtle.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\syn-404ec3c3467dca9e\lib-syn.json                                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\thiserror-0870994ccb9e3ac0\run-build-script-build-script-build.json     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\thiserror-47962fb17e6e7187\build-script-build-script-build.json         | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\thiserror-7454ce39aa31607d\lib-thiserror.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\thiserror-impl-710c3607b3f1b2f3\lib-thiserror-impl.json                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\time-00b43d76ca1d9883\lib-time.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\time-2f20e643dc9505e8\lib-time.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\time-6c3fb96203bbee96\lib-time.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\time-99a931ae71fff3c2\lib-time.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\time-b28181fd7a4bcb2e\lib-time.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\time-core-21e14104e3771f8e\lib-time-core.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\time-core-50f1cd912b890072\lib-time-core.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\time-core-87ceac5b5dbbdf57\lib-time-core.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\time-core-aaff97cee402fd16\lib-time-core.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\time-core-e2952c4542475f22\lib-time-core.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\time-d734646ab5ddbf85\lib-time.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\typenum-26a807b352293244\lib-typenum.json                               | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\typenum-5fed0771ad13eb49\lib-typenum.json                               | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\typenum-7293a6828d11ff6b\lib-typenum.json                               | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\typenum-9faf3a22ae08d2a6\lib-typenum.json                               | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\typenum-a8799ee687415ef7\build-script-build-script-main.json            | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\typenum-abea01451a11914f\run-build-script-build-script-main.json        | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\typenum-b091041e2245bf61\run-build-script-build-script-main.json        | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\typenum-b6c221691d094d26\run-build-script-build-script-main.json        | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\typenum-bb58e1b4ccf100c4\build-script-build-script-main.json            | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\typenum-c0508dfe82e65903\build-script-build-script-main.json            | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\typenum-e0ed1c22d86412a9\lib-typenum.json                               | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\unicode-ident-489962bfeff9d592\lib-unicode-ident.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\version_check-409629e3fc2ff667\lib-version_check.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\version_check-97b4dd10dd3d0d14\lib-version_check.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\version_check-fc825e375e531c0f\lib-version_check.json                   | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\winapi-57f0e79d079f321b\build-script-build-script-build.json            | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\winapi-c61022e3b69a8154\run-build-script-build-script-build.json        | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\winapi-f1e3a4644898c7e7\lib-winapi.json                                 | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zip-26bd1b7deea0ef78\lib-zip.json                                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zip-9579021b480b5390\lib-zip.json                                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zip-bbbae622548c1c72\lib-zip.json                                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zip-d06bcc43c5682661\lib-zip.json                                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zip-e370a49a527fe642\lib-zip.json                                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zip-fa054985040f9bc4\lib-zip.json                                       | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-25686ea3a1d85022\lib-zstd.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-3a9937d29ba6c0fe\lib-zstd.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-53ad20cfbb6f40d0\lib-zstd.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-83ecd52c40c4ba9d\lib-zstd.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-96eb7572c21cc08f\lib-zstd.json                                     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-safe-00cb2281dbdc19d3\lib-zstd-safe.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-safe-08cb0abd8a6b93ca\run-build-script-build-script-build.json     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-safe-1708018ced262341\lib-zstd-safe.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-safe-1b68cda961af8fb3\lib-zstd-safe.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-safe-32b54fd251b57a0b\lib-zstd-safe.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-safe-54b9e3ccddc2c860\run-build-script-build-script-build.json     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-safe-8cfe348b09553690\build-script-build-script-build.json         | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-safe-c9881f436308fa2c\build-script-build-script-build.json         | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-safe-ccb97bc4d53640d9\lib-zstd-safe.json                           | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-safe-d67f7827e8e18821\run-build-script-build-script-build.json     | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-safe-f850e49ee2b94037\build-script-build-script-build.json         | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-sys-03dae7e0d80cab6d\build-script-build-script-build.json          | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-sys-17afe20fc29b2b42\lib-zstd-sys.json                             | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-sys-1e54c6cee3720e1e\build-script-build-script-build.json          | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-sys-410680694da71ac8\run-build-script-build-script-build.json      | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-sys-6efb90f672ab67d8\run-build-script-build-script-build.json      | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-sys-727f34da24035045\lib-zstd-sys.json                             | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-sys-94a4f3774b2f72cb\lib-zstd-sys.json                             | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-sys-a24a7052b3ce6afa\build-script-build-script-build.json          | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-sys-d895d46afd68028e\run-build-script-build-script-build.json      | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-sys-e66641d614b04e3c\lib-zstd-sys.json                             | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\.fingerprint\zstd-sys-effb85af2016dd62\lib-zstd-sys.json                             | JSON     |          1 |          0 |          0 |          1 |
| d:\codes\rust-learn\compress-learn\target\debug\build\anyhow-4320133a90ff38e5\out\probe.rs                                           | Rust     |         31 |          0 |         10 |         41 |
| d:\codes\rust-learn\compress-learn\target\debug\build\anyhow-cbbbbda0d171131e\out\probe.rs                                           | Rust     |         31 |          0 |         10 |         41 |
| d:\codes\rust-learn\compress-learn\target\debug\build\anyhow-db7cb151a961f4ee\out\probe.rs                                           | Rust     |         31 |          0 |         10 |         41 |
| d:\codes\rust-learn\compress-learn\target\debug\build\bzip2-sys-3a93d626f392beec\out\include\bzlib.h                                 | C++      |        195 |         34 |         54 |        283 |
| d:\codes\rust-learn\compress-learn\target\debug\build\bzip2-sys-89b497e9ea941f6d\out\include\bzlib.h                                 | C++      |        195 |         34 |         54 |        283 |
| d:\codes\rust-learn\compress-learn\target\debug\build\bzip2-sys-d4242407e29b752b\out\include\bzlib.h                                 | C++      |        195 |         34 |         54 |        283 |
| d:\codes\rust-learn\compress-learn\target\debug\build\bzip2-sys-ee5bec0733531d79\out\include\bzlib.h                                 | C++      |        195 |         34 |         54 |        283 |
| d:\codes\rust-learn\compress-learn\target\debug\build\thiserror-0870994ccb9e3ac0\out\probe.rs                                        | Rust     |          5 |          0 |          4 |          9 |
| d:\codes\rust-learn\compress-learn\target\debug\build\typenum-abea01451a11914f\out\consts.rs                                         | Rust     |      2,194 |         51 |          3 |      2,248 |
